CODE;NAME;CITY;COUNTRY;LATITUDE;LONGITUDE
GKA;Goroka Airport;Goroka;Papua New Guinea;-6.081689834590001;145.391998291
MAG;Madang Airport;Madang;Papua New Guinea;-5.20707988739;145.789001465
HGU;Mount Hagen Kagamuga Airport;Mount Hagen;Papua New Guinea;-5.826789855957031;144.29600524902344
LAE;Nadzab Airport;Nadzab;Papua New Guinea;-6.569803;146.725977
POM;Port Moresby Jacksons International Airport;Port Moresby;Papua New Guinea;-9.443380355834961;147.22000122070312
WWK;Wewak International Airport;Wewak;Papua New Guinea;-3.58383011818;143.669006348
UAK;Narsarsuaq Airport;Narssarssuaq;Greenland;61.1604995728;-45.4259986877
GOH;Godthaab / Nuuk Airport;Godthaab;Greenland;64.19090271;-51.6781005859
SFJ;Kangerlussuaq Airport;Sondrestrom;Greenland;67.0122218992;-50.7116031647
THU;Thule Air Base;Thule;Greenland;76.5311965942;-68.7032012939
AEY;Akureyri Airport;Akureyri;Iceland;65.66000366210938;-18.07270050048828
EGS;Egilsstaðir Airport;Egilsstadir;Iceland;65.2833023071289;-14.401399612426758
HFN;Hornafjörður Airport;Hofn;Iceland;64.295601;-15.2272
HZK;Húsavík Airport;Husavik;Iceland;65.952301;-17.426001
IFJ;Ísafjörður Airport;Isafjordur;Iceland;66.05809783935547;-23.135299682617188
KEF;Keflavik International Airport;Keflavik;Iceland;63.985000610352;-22.605600357056
PFJ;Patreksfjörður Airport;Patreksfjordur;Iceland;65.555801;-23.965
RKV;Reykjavik Airport;Reykjavik;Iceland;64.1299972534;-21.9405994415
SIJ;Siglufjörður Airport;Siglufjordur;Iceland;66.133301;-18.9167
VEY;Vestmannaeyjar Airport;Vestmannaeyjar;Iceland;63.42430114746094;-20.278900146484375
YAM;Sault Ste Marie Airport;Sault Sainte Marie;Canada;46.48500061035156;-84.5093994140625
YAV;Winnipeg / St. Andrews Airport;Winnipeg;Canada;50.0564002991;-97.03250122070001
YAW;Halifax / CFB Shearwater Heliport;Halifax;Canada;44.6397018433;-63.499401092499994
YAY;St. Anthony Airport;St. Anthony;Canada;51.3918991089;-56.083099365200006
YAZ;Tofino / Long Beach Airport;Tofino;Canada;49.079833;-125.775583
YBB;Kugaaruk Airport;Pelly Bay;Canada;68.534401;-89.808098
YBC;Baie Comeau Airport;Baie Comeau;Canada;49.13249969482422;-68.20439910888672
YBG;CFB Bagotville;Bagotville;Canada;48.33060073852539;-70.99639892578125
YBK;Baker Lake Airport;Baker Lake;Canada;64.29889678960001;-96.077796936
YBL;Campbell River Airport;Campbell River;Canada;49.950801849365234;-125.27100372314453
YBR;Brandon Municipal Airport;Brandon;Canada;49.91;-99.951897
YCB;Cambridge Bay Airport;Cambridge Bay;Canada;69.1081008911;-105.138000488
YCD;Nanaimo Airport;Nanaimo;Canada;49.054970224899996;-123.869862556
YCG;Castlegar/West Kootenay Regional Airport;Castlegar;Canada;49.2963981628;-117.632003784
YCH;Miramichi Airport;Chatham;Canada;47.007801;-65.449203
YCL;Charlo Airport;Charlo;Canada;47.990799;-66.330299
YCO;Kugluktuk Airport;Coppermine;Canada;67.81670379639999;-115.143997192
YCT;Coronation Airport;Coronation;Canada;52.0750007629;-111.444999695
YCW;Chilliwack Airport;Chilliwack;Canada;49.1528015137;-121.939002991
YCY;Clyde River Airport;Clyde River;Canada;70.4860992432;-68.5167007446
YZS;Coral Harbour Airport;Coral Harbour;Canada;64.1932983398;-83.3593978882
YDA;Dawson City Airport;Dawson;Canada;64.04309844970703;-139.1280059814453
YDB;Burwash Airport;Burwash;Canada;61.37110137939453;-139.04100036621094
YDC;Princeton Airport;Princeton;Canada;49.4681015015;-120.511001587
YDF;Deer Lake Airport;Deer Lake;Canada;49.21080017089844;-57.39139938354492
YDL;Dease Lake Airport;Dease Lake;Canada;58.4221992493;-130.031997681
YDN;Dauphin Barker Airport;Dauphin;Canada;51.100799560546875;-100.052001953125
YDQ;Dawson Creek Airport;Dawson Creek;Canada;55.7422981262207;-120.18299865722656
YEG;Edmonton International Airport;Edmonton;Canada;53.309700012200004;-113.580001831
YEK;Arviat Airport;Eskimo Point;Canada;61.0942001343;-94.07080078119999
YEN;Estevan Airport;Estevan;Canada;49.2103004456;-102.966003418
YET;Edson Airport;Edson;Canada;53.578899383499994;-116.464996338
YEU;Eureka Airport;Eureka;Canada;79.9946975708;-85.814201355
YEV;Inuvik Mike Zubko Airport;Inuvik;Canada;68.30419921880001;-133.483001709
YFB;Iqaluit Airport;Iqaluit;Canada;63.756401062;-68.5558013916
YFC;Fredericton Airport;Fredericton;Canada;45.868900299072266;-66.53720092773438
YFO;Flin Flon Airport;Flin Flon;Canada;54.6781005859375;-101.68199920654297
YFR;Fort Resolution Airport;Fort Resolution;Canada;61.1808013916;-113.690002441
YFS;Fort Simpson Airport;Fort Simpson;Canada;61.76020050048828;-121.23699951171875
YGK;Kingston Norman Rogers Airport;Kingston;Canada;44.22529983520508;-76.5969009399414
YGL;La Grande Rivière Airport;La Grande Riviere;Canada;53.625301361083984;-77.7042007446289
YGP;Gaspé (Michel-Pouliot) Airport;Gaspe;Canada;48.7752990723;-64.4785995483
YGQ;Geraldton Greenstone Regional Airport;Geraldton;Canada;49.77830123901367;-86.93939971923828
YGR;Îles-de-la-Madeleine Airport;Iles De La Madeleine;Canada;47.42470169067383;-61.778099060058594
YHB;Hudson Bay Airport;Hudson Bay;Canada;52.8166999817;-102.310997009
YHD;Dryden Regional Airport;Dryden;Canada;49.83169937133789;-92.74420166015625
YHI;Ulukhaktok Holman Airport;Holman Island;Canada;70.76280212402344;-117.80599975585938
YHK;Gjoa Haven Airport;Gjoa Haven;Canada;68.635597229;-95.84970092770001
YHM;John C. Munro Hamilton International Airport;Hamilton;Canada;43.173599243199995;-79.93499755859999
YHU;Montréal / Saint-Hubert Airport;Montreal;Canada;45.5175018311;-73.4169006348
YHY;Hay River / Merlyn Carter Airport;Hay River;Canada;60.8396987915;-115.782997131
YHZ;Halifax / Stanfield International Airport;Halifax;Canada;44.8807983398;-63.5085983276
YIB;Atikokan Municipal Airport;Atikokan;Canada;48.7738990784;-91.6386032104
YIO;Pond Inlet Airport;Pond Inlet;Canada;72.6832962036;-77.9666976929
YJN;St Jean Airport;St. Jean;Canada;45.29439926147461;-73.28109741210938
YJT;Stephenville Airport;Stephenville;Canada;48.5442008972168;-58.54999923706055
YKA;Kamloops Airport;Kamloops;Canada;50.7022018433;-120.444000244
YKF;Waterloo Airport;Waterloo;Canada;43.460800170899994;-80.3786010742
YKL;Schefferville Airport;Schefferville;Canada;54.805301666259766;-66.8052978515625
YKY;Kindersley Airport;Kindersley;Canada;51.5175018311;-109.180999756
YKZ;Buttonville Municipal Airport;Toronto;Canada;43.86220169067383;-79.37000274658203
YLD;Chapleau Airport;Chapleau;Canada;47.81999969482422;-83.3467025756836
YLJ;Meadow Lake Airport;Meadow Lake;Canada;54.125301361083984;-108.52300262451172
YLL;Lloydminster Airport;Lloydminster;Canada;53.309200286865234;-110.072998046875
YLT;Alert Airport;Alert;Canada;82.51779937740001;-62.2806015015
YLW;Kelowna International Airport;Kelowna;Canada;49.9561004639;-119.377998352
YMA;Mayo Airport;Mayo;Canada;63.61640167236328;-135.8679962158203
YMJ;Moose Jaw Air Vice Marshal C. M. McEwen Airport;Moose Jaw;Canada;50.330299377441406;-105.55899810791016
YMM;Fort McMurray Airport;Fort Mcmurray;Canada;56.653301239;-111.222000122
YMO;Moosonee Airport;Moosonee;Canada;51.291099548339844;-80.60780334472656
YMW;Maniwaki Airport;Maniwaki;Canada;46.2728004456;-75.9906005859
YMX;Montreal International (Mirabel) Airport;Montreal;Canada;45.6795005798;-74.0386962891
YNA;Natashquan Airport;Natashquan;Canada;50.189998626708984;-61.78919982910156
YND;Ottawa / Gatineau Airport;Gatineau;Canada;45.521701812699995;-75.5635986328
YNM;Matagami Airport;Matagami;Canada;49.76169967651367;-77.80280303955078
YOC;Old Crow Airport;Old Crow;Canada;67.57060241699219;-139.83900451660156
YOD;CFB Cold Lake;Cold Lake;Canada;54.404998779296875;-110.27899932861328
YOJ;High Level Airport;High Level;Canada;58.62139892578125;-117.16500091552734
YOW;Ottawa Macdonald-Cartier International Airport;Ottawa;Canada;45.3224983215332;-75.66919708251953
YPA;Prince Albert Glass Field;Prince Albert;Canada;53.214199066199996;-105.672996521
YPE;Peace River Airport;Peace River;Canada;56.226898193359375;-117.4469985961914
YPG;Southport Airport;Portage-la-prairie;Canada;49.903099;-98.273817
YPL;Pickle Lake Airport;Pickle Lake;Canada;51.4463996887207;-90.21420288085938
YPN;Port Menier Airport;Port Menier;Canada;49.83639907836914;-64.2885971069336
YPQ;Peterborough Airport;Peterborough;Canada;44.22999954223633;-78.36329650878906
YPR;Prince Rupert Airport;Prince Pupert;Canada;54.286098480199996;-130.445007324
YPY;Fort Chipewyan Airport;Fort Chipewyan;Canada;58.7672004699707;-111.11699676513672
YQA;Muskoka Airport;Muskoka;Canada;44.974700927734375;-79.30329895019531
YQB;Quebec Jean Lesage International Airport;Quebec;Canada;46.7911;-71.393303
YQF;Red Deer Regional Airport;Red Deer Industrial;Canada;52.18220138549805;-113.89399719238281
YQG;Windsor Airport;Windsor;Canada;42.27560043334961;-82.95559692382812
YQH;Watson Lake Airport;Watson Lake;Canada;60.11640167236328;-128.82200622558594
YQK;Kenora Airport;Kenora;Canada;49.788299560546875;-94.36309814453125
YQL;Lethbridge County Airport;Lethbridge;Canada;49.6302986145;-112.800003052
YQM;Greater Moncton International Airport;Moncton;Canada;46.11220169067383;-64.67859649658203
YQQ;Comox Airport;Comox;Canada;49.71080017089844;-124.88700103759766
YQR;Regina International Airport;Regina;Canada;50.43190002441406;-104.66600036621094
YQT;Thunder Bay Airport;Thunder Bay;Canada;48.37189865112305;-89.32389831542969
YQU;Grande Prairie Airport;Grande Prairie;Canada;55.1796989441;-118.885002136
YQV;Yorkton Municipal Airport;Yorkton;Canada;51.26470184326172;-102.46199798583984
YQW;North Battleford Airport;North Battleford;Canada;52.76919937133789;-108.24400329589844
YQX;Gander International Airport;Gander;Canada;48.9369010925293;-54.56809997558594
YQY;Sydney / J.A. Douglas McCurdy Airport;Sydney;Canada;46.161399841299996;-60.0477981567
YQZ;Quesnel Airport;Quesnel;Canada;53.026100158691406;-122.51000213623047
YRB;Resolute Bay Airport;Resolute;Canada;74.7169036865;-94.9693984985
YRI;Rivière-du-Loup Airport;Riviere Du Loup;Canada;47.764400482177734;-69.58470153808594
YRJ;Roberval Airport;Roberval;Canada;48.52000045776367;-72.2656021118164
YRM;Rocky Mountain House Airport;Rocky Mountain House;Canada;52.4296989441;-114.903999329
YRT;Rankin Inlet Airport;Rankin Inlet;Canada;62.8114013672;-92.1157989502
YSB;Sudbury Airport;Sudbury;Canada;46.625;-80.79889678955078
YSC;Sherbrooke Airport;Sherbrooke;Canada;45.4385986328125;-71.69139862060547
YSJ;Saint John Airport;St. John;Canada;45.31610107421875;-65.89029693603516
YSM;Fort Smith Airport;Fort Smith;Canada;60.020301818847656;-111.96199798583984
YSR;Nanisivik Airport;Nanisivik;Canada;72.982201;-84.613602
YSU;Summerside Airport;Summerside;Canada;46.44060134887695;-63.83359909057617
YSY;Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport;Sachs Harbour;Canada;71.9938964844;-125.242996216
YTE;Cape Dorset Airport;Cape Dorset;Canada;64.2300033569;-76.5267028809
YTH;Thompson Airport;Thompson;Canada;55.80110168457031;-97.86419677734375
YTR;CFB Trenton;Trenton;Canada;44.118900299072266;-77.5280990600586
YTS;Timmins/Victor M. Power;Timmins;Canada;48.569698333699996;-81.376701355
YTZ;Billy Bishop Toronto City Centre Airport;Toronto;Canada;43.627499;-79.396202
YUB;Tuktoyaktuk Airport;Tuktoyaktuk;Canada;69.43329620361328;-133.0260009765625
YUL;Montreal / Pierre Elliott Trudeau International Airport;Montreal;Canada;45.4706001282;-73.7407989502
YUT;Repulse Bay Airport;Repulse Bay;Canada;66.5214004517;-86.22470092770001
YUX;Hall Beach Airport;Hall Beach;Canada;68.77610015869999;-81.2425
YUY;Rouyn Noranda Airport;Rouyn;Canada;48.20610046386719;-78.83560180664062
YVC;La Ronge Airport;La Ronge;Canada;55.151401519800004;-105.262001038
YVG;Vermilion Airport;Vermillion;Canada;53.355800628699996;-110.823997498
YVM;Qikiqtarjuaq Airport;Broughton Island;Canada;67.5457992554;-64.03140258789999
YVO;Val-d'Or Airport;Val D'or;Canada;48.0532989502;-77.7827987671
YVP;Kuujjuaq Airport;Quujjuaq;Canada;58.096099853515625;-68.4269027709961
YVQ;Norman Wells Airport;Norman Wells;Canada;65.28160095214844;-126.7979965209961
YVR;Vancouver International Airport;Vancouver;Canada;49.193901062;-123.183998108
YVT;Buffalo Narrows Airport;Buffalo Narrows;Canada;55.8418998718;-108.417999268
YVV;Wiarton Airport;Wiarton;Canada;44.7458;-81.107201
YWA;Petawawa Airport;Petawawa;Canada;45.95220184326172;-77.31919860839844
YWG;Winnipeg / James Armstrong Richardson International Airport;Winnipeg;Canada;49.909999847399995;-97.2398986816
YWK;Wabush Airport;Wabush;Canada;52.92190170288086;-66.8644027709961
YWL;Williams Lake Airport;Williams Lake;Canada;52.1831016541;-122.054000854
YWY;Wrigley Airport;Wrigley;Canada;63.20940017700195;-123.43699645996094
YXC;Cranbrook/Canadian Rockies International Airport;Cranbrook;Canada;49.610801696777;-115.78199768066
YXD;Edmonton City Centre (Blatchford Field) Airport;Edmonton;Canada;53.5724983215;-113.521003723
YXE;Saskatoon John G. Diefenbaker International Airport;Saskatoon;Canada;52.170799255371094;-106.69999694824219
YXH;Medicine Hat Airport;Medicine Hat;Canada;50.01890182495117;-110.72100067138672
YXJ;Fort St John Airport;Fort Saint John;Canada;56.23809814453125;-120.73999786376953
YXL;Sioux Lookout Airport;Sioux Lookout;Canada;50.11389923095703;-91.9052963256836
YXP;Pangnirtung Airport;Pangnirtung;Canada;66.1449966431;-65.71360015869999
YXR;Earlton (Timiskaming Regional) Airport;Earlton;Canada;47.697400654599996;-79.8473453522
YXS;Prince George Airport;Prince George;Canada;53.8894004822;-122.679000854
YXT;Northwest Regional Airport Terrace-Kitimat;Terrace;Canada;54.468498;-128.576009
YXU;London Airport;London;Canada;43.035599;-81.1539
YXX;Abbotsford Airport;Abbotsford;Canada;49.025299072265625;-122.36100006103516
YXY;Whitehorse / Erik Nielsen International Airport;Whitehorse;Canada;60.7095985413;-135.067001343
YYB;North Bay Airport;North Bay;Canada;46.36360168457031;-79.42279815673828
YYC;Calgary International Airport;Calgary;Canada;51.113899231;-114.019996643
YYD;Smithers Airport;Smithers;Canada;54.82469940185547;-127.18299865722656
YYE;Fort Nelson Airport;Fort Nelson;Canada;58.8363990784;-122.597000122
YYF;Penticton Airport;Penticton;Canada;49.46310043334961;-119.60199737548828
YYG;Charlottetown Airport;Charlottetown;Canada;46.290000915527344;-63.12110137939453
YYH;Taloyoak Airport;Spence Bay;Canada;69.5466995239;-93.5766983032
YYJ;Victoria International Airport;Victoria;Canada;48.646900177;-123.426002502
YYL;Lynn Lake Airport;Lynn Lake;Canada;56.86389923095703;-101.07599639892578
YYN;Swift Current Airport;Swift Current;Canada;50.291900634799994;-107.691001892
YYQ;Churchill Airport;Churchill;Canada;58.739200592041016;-94.06500244140625
YYR;Goose Bay Airport;Goose Bay;Canada;53.3191986084;-60.4258003235
YYT;St. John's International Airport;St. John's;Canada;47.618598938;-52.7518997192
YYU;Kapuskasing Airport;Kapuskasing;Canada;49.41389846801758;-82.46749877929688
YYW;Armstrong Airport;Armstrong;Canada;50.29029846191406;-88.90969848632812
YYY;Mont Joli Airport;Mont Joli;Canada;48.60860061645508;-68.20809936523438
YYZ;Lester B. Pearson International Airport;Toronto;Canada;43.6772003174;-79.63059997559999
YZD;Downsview Airport;Toronto;Canada;43.74250030517578;-79.4655990600586
YZE;Gore Bay Manitoulin Airport;Gore Bay;Canada;45.88529968261719;-82.56780242919922
YZF;Yellowknife Airport;Yellowknife;Canada;62.462799072265625;-114.44000244140625
YZH;Slave Lake Airport;Slave Lake;Canada;55.2930984497;-114.777000427
YZP;Sandspit Airport;Sandspit;Canada;53.25429916379999;-131.813995361
YZR;Chris Hadfield Airport;Sarnia;Canada;42.9994010925293;-82.30889892578125
YZT;Port Hardy Airport;Port Hardy;Canada;50.680599212646484;-127.36699676513672
YZU;Whitecourt Airport;Whitecourt;Canada;54.14390182495117;-115.78700256347656
YZV;Sept-Îles Airport;Sept-iles;Canada;50.22330093383789;-66.2656021118164
YZW;Teslin Airport;Teslin;Canada;60.17279815673828;-132.7429962158203
YZX;CFB Greenwood;Greenwood;Canada;44.98440170288086;-64.91690063476562
ZFA;Faro Airport;Faro;Canada;62.20750045776367;-133.37600708007812
ZFM;Fort Mcpherson Airport;Fort Mcpherson;Canada;67.40750122070312;-134.86099243164062
BJA;Soummam Airport;Bejaja;Algeria;36.7120018005;5.0699200630200005
ALG;Houari Boumediene Airport;Algier;Algeria;36.691001892089844;3.215409994125366
DJG;Djanet Inedbirene Airport;Djanet;Algeria;24.292800903299998;9.45244026184
QFD;Boufarik Airport;Boufarik;Algeria;36.545799;2.87611
VVZ;Illizi Takhamalt Airport;Illizi;Algeria;26.7234992981;8.62265014648
TMR;Aguenar – Hadj Bey Akhamok Airport;Tamanrasset;Algeria;22.8115005493;5.45107984543
GJL;Jijel Ferhat Abbas Airport;Jijel;Algeria;36.7951011658;5.87361001968
AAE;Annaba Airport;Annaba;Algeria;36.822200775146484;7.809169769287109
CZL;Mohamed Boudiaf International Airport;Constantine;Algeria;36.2760009765625;6.620389938354492
TEE;Cheikh Larbi Tébessi Airport;Tebessa;Algeria;35.4315986633;8.12071990967
HRM;Hassi R'Mel Airport;Tilrempt;Algeria;32.93040084838867;3.311539888381958
TID;Bou Chekif Airport;Tiaret;Algeria;35.3410987854;1.46315002441
TIN;Tindouf Airport;Tindouf;Algeria;27.7003993988;-8.167099952700001
QAS;Ech Cheliff Airport;Ech-cheliff;Algeria;36.2126998901;1.33176994324
TAF;Tafaraoui Airport;Oran;Algeria;35.54240036010742;-0.5322780013084412
TLM;Zenata – Messali El Hadj Airport;Tlemcen;Algeria;35.0167007446;-1.45000004768
ORN;Es Senia Airport;Oran;Algeria;35.6239013672;-0.6211829781529999
MUW;Ghriss Airport;Ghriss;Algeria;35.207698822021484;0.14714199304580688
AZR;Touat Cheikh Sidi Mohamed Belkebir Airport;Adrar;Algeria;27.837600708007812;-0.18641400337219238
BSK;Biskra Airport;Biskra;Algeria;34.793300628699996;5.73823022842
ELG;El Golea Airport;El Golea;Algeria;30.571300506591797;2.8595900535583496
GHA;Noumérat - Moufdi Zakaria Airport;Ghardaia;Algeria;32.38410186767578;3.794110059738159
HME;Oued Irara Airport;Hassi Messaoud;Algeria;31.673000335699996;6.140439987180001
INZ;In Salah Airport;In Salah;Algeria;27.250999450699997;2.51202011108
TGR;Touggourt Sidi Madhi Airport;Touggourt;Algeria;33.06779861450195;6.088669776916504
LOO;Laghouat Airport;Laghouat;Algeria;33.764400482199996;2.92833995819
TMX;Timimoun Airport;Timimoun;Algeria;29.2371006012;0.276033014059
OGX;Ain el Beida Airport;Ouargla;Algeria;31.917200088500977;5.412779808044434
IAM;In Aménas Airport;Zarzaitine;Algeria;28.0515003204;9.64291000366
COO;Cadjehoun Airport;Cotonou;Benin;6.357230186462402;2.384350061416626
OUA;Ouagadougou Airport;Ouagadougou;Burkina Faso;12.35319995880127;-1.5124200582504272
BOY;Bobo Dioulasso Airport;Bobo-dioulasso;Burkina Faso;11.160099983215332;-4.33096981048584
ACC;Kotoka International Airport;Accra;Ghana;5.605189800262451;-0.16678600013256073
TML;Tamale Airport;Tamale;Ghana;9.55718994140625;-0.8632140159606934
NYI;Sunyani Airport;Sunyani;Ghana;7.361830234527588;-2.3287599086761475
TKD;Takoradi Airport;Takoradi;Ghana;4.896059989929199;-1.7747600078582764
ABJ;Port Bouet Airport;Abidjan;Cote d'Ivoire;5.261390209197998;-3.9262900352478027
BYK;Bouaké Airport;Bouake;Cote d'Ivoire;7.738800048828125;-5.073669910430908
DJO;Daloa Airport;Daloa;Cote d'Ivoire;6.792809963226318;-6.473189830780029
HGO;Korhogo Airport;Korhogo;Cote d'Ivoire;9.38718032837;-5.55666017532
MJC;Man Airport;Man;Cote d'Ivoire;7.272069931030273;-7.58735990524292
SPY;San Pedro Airport;San Pedro;Cote d'Ivoire;4.746719837188721;-6.660820007324219
ASK;Yamoussoukro Airport;Yamoussoukro;Cote d'Ivoire;6.9031701088;-5.36558008194
ABV;Nnamdi Azikiwe International Airport;Abuja;Nigeria;9.006790161132812;7.263169765472412
AKR;Akure Airport;Akure;Nigeria;7.246739864349365;5.3010101318359375
BNI;Benin Airport;Benin;Nigeria;6.316979885101318;5.5995001792907715
CBQ;Margaret Ekpo International Airport;Calabar;Nigeria;4.976019859313965;8.347200393676758
ENU;Akanu Ibiam International Airport;Enugu;Nigeria;6.474269866943359;7.561960220336914
QUS;Gusau Airport;Gusau;Nigeria;12.171699523925781;6.696109771728516
IBA;Ibadan Airport;Ibadan;Nigeria;7.362460136413574;3.97832989692688
ILR;Ilorin International Airport;Ilorin;Nigeria;8.440210342407227;4.493919849395752
JOS;Yakubu Gowon Airport;Jos;Nigeria;9.639829635620117;8.869050025939941
KAD;Kaduna Airport;Kaduna;Nigeria;10.696000099182129;7.320109844207764
KAN;Mallam Aminu International Airport;Kano;Nigeria;12.047599792480469;8.524620056152344
MIU;Maiduguri International Airport;Maiduguri;Nigeria;11.855299949645996;13.080900192260742
MDI;Makurdi Airport;Makurdi;Nigeria;7.7038798332214355;8.613940238952637
LOS;Murtala Muhammed International Airport;Lagos;Nigeria;6.5773701667785645;3.321160078048706
MXJ;Minna Airport;Minna;Nigeria;9.652170181274414;6.462259769439697
PHC;Port Harcourt International Airport;Port Hartcourt;Nigeria;5.0154900550842285;6.94959020614624
SKO;Sadiq Abubakar III International Airport;Sokoto;Nigeria;12.916299819946289;5.207190036773682
YOL;Yola Airport;Yola;Nigeria;9.257550239562988;12.430399894714355
ZAR;Zaria Airport;Zaria;Nigeria;11.130200386047363;7.685810089111328
MFQ;Maradi Airport;Maradi;Niger;13.5024995803833;7.1267499923706055
NIM;Diori Hamani International Airport;Niamey;Niger;13.481499671936035;2.183609962463379
THZ;Tahoua Airport;Tahoua;Niger;14.875699996948242;5.265359878540039
AJY;Mano Dayak International Airport;Agadez;Niger;16.965999603271484;8.000109672546387
ZND;Zinder Airport;Zinder;Niger;13.779000282287598;8.983759880065918
MIR;Monastir Habib Bourguiba International Airport;Monastir;Tunisia;35.75809860229492;10.75469970703125
TUN;Tunis Carthage International Airport;Tunis;Tunisia;36.85100173950195;10.22719955444336
GAF;Gafsa Ksar International Airport;Gafsa;Tunisia;34.422000885009766;8.822500228881836
GAE;Gabès Matmata International Airport;Gabes;Tunisia;33.87689971923828;10.103300094604492
DJE;Djerba Zarzis International Airport;Djerba;Tunisia;33.875;10.775500297546387
EBM;El Borma Airport;El Borma;Tunisia;31.704299926757812;9.254619598388672
SFA;Sfax Thyna International Airport;Sfax;Tunisia;34.71799850463867;10.690999984741211
TOE;Tozeur Nefta International Airport;Tozeur;Tunisia;33.939701080322266;8.110560417175293
LRL;Niamtougou International Airport;Niatougou;Togo;9.767330169677734;1.091249942779541
LFW;Lomé-Tokoin Airport;Lome;Togo;6.165609836578369;1.2545100450515747
ANR;Antwerp International Airport (Deurne);Antwerp;Belgium;51.1893997192;4.46027994156
BRU;Brussels Airport;Brussels;Belgium;50.901401519800004;4.48443984985
CRL;Brussels South Charleroi Airport;Charleroi;Belgium;50.459201812699995;4.45382022858
QKT;Wevelgem Airport;Kortrijk-vevelgem;Belgium;50.817199707;3.20472002029
LGG;Liège Airport;Liege;Belgium;50.63740158081055;5.443220138549805
OST;Ostend-Bruges International Airport;Ostend;Belgium;51.198898315399994;2.8622200489
AOC;Altenburg-Nobitz Airport;Altenburg;Germany;50.9819450378418;12.506388664245605
BBH;Barth Airport;Barth;Germany;54.338253;12.710515
SXF;Berlin-Schönefeld International Airport;Berlin;Germany;52.380001068115;13.522500038147
DRS;Dresden Airport;Dresden;Germany;51.1328010559082;13.767200469970703
ERF;Erfurt Airport;Erfurt;Germany;50.979801177978516;10.958100318908691
FRA;Frankfurt am Main International Airport;Frankfurt;Germany;50.0333333;8.5705556
FMO;Münster Osnabrück Airport;Munster;Germany;52.134601593;7.68483018875
HAM;Hamburg Airport;Hamburg;Germany;53.630401611328;9.9882297515869
THF;Berlin-Tempelhof International Airport;Berlin;Germany;52.472999572753906;13.403900146484375
CGN;Cologne Bonn Airport;Cologne;Germany;50.8658981323;7.1427397728
DUS;Düsseldorf International Airport;Duesseldorf;Germany;51.28950119018555;6.766779899597168
MUC;Munich International Airport;Munich;Germany;48.353801727295;11.786100387573
NUE;Nuremberg Airport;Nuernberg;Germany;49.498699;11.0780556
LEJ;Leipzig Halle Airport;Leipzig;Germany;51.4238889;12.2363889
SCN;Saarbrücken Airport;Saarbruecken;Germany;49.214599609400004;7.10950994492
STR;Stuttgart Airport;Stuttgart;Germany;48.689899444599995;9.22196006775
TXL;Berlin-Tegel International Airport;Berlin;Germany;52.5597000122;13.2876996994
HAJ;Hannover Airport;Hannover;Germany;52.461101532;9.685079574580001
BRE;Bremen Airport;Bremen;Germany;53.0475006104;8.78666973114
QEF;Frankfurt-Egelsbach Airport;Egelsbach;Germany;49.959999084472656;8.645833015441895
HHN;Frankfurt-Hahn Airport;Hahn;Germany;49.948699951200005;7.263889789579999
MHG;Mannheim-City Airport;Mannheim;Germany;49.47305679321289;8.514166831970215
XFW;Hamburg-Finkenwerder Airport;Hamburg;Germany;53.5352783203125;9.835556030273438
KEL;Kiel-Holtenau Airport;Kiel;Germany;54.37944412231445;10.145277976989746
LBC;Lübeck Blankensee Airport;Luebeck;Germany;53.8054008484;10.7192001343
ZCA;Arnsberg-Menden Airport;Arnsberg;Germany;51.483890533447266;7.8983330726623535
ESS;Essen Mulheim Airport;Essen;Germany;51.40230178833008;6.9373297691345215
MGL;Mönchengladbach Airport;Moenchengladbach;Germany;51.23027801513672;6.504444122314453
PAD;Paderborn Lippstadt Airport;Paderborn;Germany;51.614101409899995;8.616319656369999
DTM;Dortmund Airport;Dortmund;Germany;51.51829910279999;7.61223983765
AGB;Augsburg Airport;Augsburg;Germany;48.425278;10.931667
OBF;Oberpfaffenhofen Airport;Oberpfaffenhofen;Germany;48.08140182495117;11.283100128173828
RBM;Straubing Airport;Straubing;Germany;48.90083312988281;12.516667366027832
FDH;Friedrichshafen Airport;Friedrichshafen;Germany;47.671298980699994;9.51148986816
SZW;Schwerin Parchim Airport;Parchim;Germany;53.426998;11.7834
ZSN;Stendal-Borstel Airport;Stendal;Germany;52.62888717651367;11.818611145019531
BYU;Bayreuth Airport;Bayreuth;Germany;49.98500061035156;11.640000343322754
HOQ;Hof-Plauen Airport;Hof;Germany;50.288612365722656;11.856389045715332
ZNV;Koblenz-Winningen Airport;Koblenz;Germany;50.325557708740234;7.528611183166504
ZQF;Trier-Föhren Airport;Trier;Germany;49.863887786865234;6.787499904632568
ZQC;Speyer Airport;Speyer;Germany;49.30472183227539;8.45138931274414
ZQW;Zweibrücken Airport;Zweibruecken;Germany;49.20940017700195;7.400559902191162
ZQL;Donaueschingen-Villingen Airport;Donaueschingen;Germany;47.97333145139999;8.52222156525
BWE;Braunschweig Wolfsburg Airport;Braunschweig;Germany;52.319199;10.5561
KSF;Kassel-Calden Airport;Kassel;Germany;51.417273;9.384967
BRV;Bremerhaven Airport;Bremerhaven;Germany;53.506943;8.572778
EME;Emden Airport;Emden;Germany;53.391109466552734;7.227499961853027
